Date,Symbol,Series,Prev_Close,Open,High,Low,Last_Close,VWAP,Volume
10-06-1996,RELIANCE,EQ,244.35,243.5,244.5,241,242.15,242.9,6481300
11-06-1996,RELIANCE,EQ,242.15,241,242.5,238.9,240.25,240.7,8772050
12-06-1996,RELIANCE,EQ,240.25,244,246.45,242.1,243.9,244.77,7153300
13-06-1996,RELIANCE,EQ,243.9,243.5,244.85,242.15,242.95,243.63,4175350
14-06-1996,RELIANCE,EQ,242.95,244,246,243.2,245.5,244.66,4379700
17-06-1996,RELIANCE,EQ,245.5,246.25,246.25,241.55,242.15,243.4,3850350
18-06-1996,RELIANCE,EQ,242.15,241,241,233.1,235.95,237.58,6824650
19-06-1996,RELIANCE,EQ,235.95,236,237,227.05,228.9,231.68,8541550
20-06-1996,RELIANCE,EQ,228.9,227,230.25,224.5,229.25,227.41,10162650
21-06-1996,RELIANCE,EQ,229.25,227.9,229.4,221.6,222.9,225.29,12605400
24-06-1996,RELIANCE,EQ,222.9,221.1,223,217.6,221,219.59,10982100
25-06-1996,RELIANCE,EQ,221,222,223,212,216.35,219.58,12467500
26-06-1996,RELIANCE,EQ,216.35,217.7,217.7,211.15,212.2,214.19,10572500
27-06-1996,RELIANCE,EQ,212.2,210.25,218,207.65,216,212.29,19236750
28-06-1996,RELIANCE,EQ,216,218,221.75,211.55,213.6,217.09,27115550
01-07-1996,RELIANCE,EQ,213.6,211.05,217.7,206.5,208.75,209.59,19761700
02-07-1996,RELIANCE,EQ,208.75,208.9,210.9,203,204.35,206.99,20282100
03-07-1996,RELIANCE,EQ,204.35,201.5,201.95,188.5,190.65,194.7,23045600
04-07-1996,RELIANCE,EQ,190.65,187.25,195.8,184.2,189.95,189.84,28804350
05-07-1996,RELIANCE,EQ,189.95,191.75,193.5,184.55,187.1,188.9,21253550
08-07-1996,RELIANCE,EQ,0,190.95,207,186.55,188.55,188.97,12419900
09-07-1996,RELIANCE,EQ,188.55,187.05,207,172,179.3,183.2,19345150
10-07-1996,RELIANCE,EQ,179.3,173,179.95,172.1,176.25,176.68,17136250
11-07-1996,RELIANCE,EQ,176.25,178.5,182.5,175.55,176.7,179.38,16360750
12-07-1996,RELIANCE,EQ,176.7,175.5,175.95,168.55,170.1,172.07,24598550
15-07-1996,RELIANCE,EQ,170.1,169,188,166.1,179.55,179.59,51729750
16-07-1996,RELIANCE,EQ,179.55,200,217.15,200,216.85,207.88,30655050
17-07-1996,RELIANCE,EQ,216.85,209,229,205.6,220.7,217.83,39825300
18-07-1996,RELIANCE,EQ,220.7,223.95,231.75,223.95,231.35,229.57,30297400
19-07-1996,RELIANCE,EQ,231.35,233.45,242.95,233.45,242.8,241.81,14051100
22-07-1996,RELIANCE,EQ,235.9,235,247.7,224.4,239.2,234.93,14482250
23-07-1996,RELIANCE,EQ,239.2,248,251.2,236.35,241.25,247.12,17423200
24-07-1996,RELIANCE,EQ,241.25,235.05,235.05,217.15,217.75,221.82,15986900
25-07-1996,RELIANCE,EQ,217.75,215.8,219,206.9,207.95,212.67,21194100
26-07-1996,RELIANCE,EQ,207.95,207,211.4,202.4,208.05,206.57,19068250
29-07-1996,RELIANCE,EQ,208.05,210.85,218.25,209.6,212.2,214.62,15793800
30-07-1996,RELIANCE,EQ,212.2,209.1,210,201.6,206.6,205.94,14707450
31-07-1996,RELIANCE,EQ,206.6,208,216.75,197.8,213.8,205.7,14981550
01-08-1996,RELIANCE,EQ,213.8,217.95,220,208.6,209.9,213.53,20484200
02-08-1996,RELIANCE,EQ,209.9,209.2,211.45,205.5,207.05,208.61,12995400
05-08-1996,RELIANCE,EQ,207.05,206.6,207.9,203.05,203.85,205.64,8193850
06-08-1996,RELIANCE,EQ,203.85,203,209.5,201.15,205.95,204.12,11806600
07-08-1996,RELIANCE,EQ,205.95,206.75,211.5,205.5,210.55,208.85,10921150
08-08-1996,RELIANCE,EQ,210.55,211.9,213.2,205.5,206.45,208.68,10247300
09-08-1996,RELIANCE,EQ,206.45,206.8,209.4,205,208.1,207.38,8497250
12-08-1996,RELIANCE,EQ,208.1,209,210.55,207.1,208.05,208.79,6904900
13-08-1996,RELIANCE,EQ,208.05,207.5,210.95,206.8,209.25,208.5,7013400
14-08-1996,RELIANCE,EQ,209.25,205.65,209.5,205.65,206.4,207.82,6141850
16-08-1996,RELIANCE,EQ,206.4,206.5,207.9,204.55,206.4,206.05,5397550
19-08-1996,RELIANCE,EQ,206.4,205.5,206,196.1,197.25,201.29,8030600
20-08-1996,RELIANCE,EQ,197.25,195.25,203.5,194.15,199.4,198.25,12571550
21-08-1996,RELIANCE,EQ,199.4,204.8,209.4,203.5,209.4,208.3,11025750
22-08-1996,RELIANCE,EQ,209.4,216,217.45,209.65,210.9,213.67,16770050
23-08-1996,RELIANCE,EQ,210.9,211,215.75,210,213.45,213.28,12502400
26-08-1996,RELIANCE,EQ,213.45,211.5,213.4,208.4,209.25,211,9975250
27-08-1996,RELIANCE,EQ,209.25,209,210.25,206,207.55,208.03,10775300
28-08-1996,RELIANCE,EQ,207.55,208,213.75,208,213.35,212.37,6137300
29-08-1996,RELIANCE,EQ,213.35,213.95,214.45,210.9,211.35,212.69,6219600
30-08-1996,RELIANCE,EQ,211.35,211.1,212.2,210.1,211.55,211.21,4365550
02-09-1996,RELIANCE,EQ,211.55,212.1,213.45,211.1,212.7,212.44,4216750
03-09-1996,RELIANCE,EQ,212.7,213.45,214.9,206.1,207.35,209.77,9857900
04-09-1996,RELIANCE,EQ,207.35,206.25,208.1,205.1,207.6,206.97,4844150
05-09-1996,RELIANCE,EQ,207.6,208.45,211.25,208.45,210.7,209.73,5124350
06-09-1996,RELIANCE,EQ,210.7,211.55,211.85,208.1,208.95,209.57,3993450
09-09-1996,RELIANCE,EQ,208.95,208.9,209,206.5,207.35,207.42,3857850
10-09-1996,RELIANCE,EQ,207.35,207.15,207.15,204.25,205.5,205.59,5161700
11-09-1996,RELIANCE,EQ,205.5,205.1,207.9,202.1,203.3,205.04,4453100
12-09-1996,RELIANCE,EQ,203.3,202,203.2,198.5,201.8,200.74,9699950
13-09-1996,RELIANCE,EQ,201.8,202.95,203.35,199.55,200.05,201.23,6495950
16-09-1996,RELIANCE,EQ,200.05,199.05,199.05,191.4,192.9,195.31,7469400
17-09-1996,RELIANCE,EQ,192.9,193.05,198,192.8,195.8,194.83,6327950
18-09-1996,RELIANCE,EQ,195.8,195,207.5,194.75,205.35,201.26,7278000
19-09-1996,RELIANCE,EQ,205.35,205.95,207.55,197,197.95,201.31,8776600
20-09-1996,RELIANCE,EQ,197.95,197.6,200.95,196,196.85,197.78,5679200
23-09-1996,RELIANCE,EQ,196.85,196.05,197,192.15,194.3,194.48,5822600
24-09-1996,RELIANCE,EQ,194.3,195,197.9,194.5,195.8,195.54,4716950
25-09-1996,RELIANCE,EQ,195.8,197.9,201,196.5,197.2,198.98,5289550
26-09-1996,RELIANCE,EQ,197.2,196.2,196.9,192.5,194.1,194.27,4696850
27-09-1996,RELIANCE,EQ,194.1,193.95,193.95,187.15,188.15,189.52,9216800
30-09-1996,RELIANCE,EQ,188.15,187,191.9,185.4,191.05,188.52,8880950
01-10-1996,RELIANCE,EQ,191.05,192,192.85,188.55,190.55,190.9,6648800
03-10-1996,RELIANCE,EQ,190.55,192.5,194.9,188.3,189.7,191.37,5450600
04-10-1996,RELIANCE,EQ,189.7,190.75,192.25,186.25,190.7,188.82,6429800
07-10-1996,RELIANCE,EQ,190.7,191.15,191.15,180.5,187,186.38,9715800
08-10-1996,RELIANCE,EQ,187,186.1,190,181.55,187.8,185.35,7023050
09-10-1996,RELIANCE,EQ,187.8,190,192,187.25,190.25,189.45,6260800
10-10-1996,RELIANCE,EQ,190.25,189.7,196,188.8,195.35,192.96,6942750
11-10-1996,RELIANCE,EQ,195.35,196.25,198.5,193.1,195.1,196.22,7793850
14-10-1996,RELIANCE,EQ,195.1,193.25,194,188.55,189.35,191.1,5772250
15-10-1996,RELIANCE,EQ,189.35,188.15,191.5,185.75,188.8,188.28,5791200
16-10-1996,RELIANCE,EQ,188.8,192.05,192.95,187.85,188.5,190.19,4973450
17-10-1996,RELIANCE,EQ,188.5,187.55,195,185.85,193.35,190.01,10020950
18-10-1996,RELIANCE,EQ,193.35,194.5,198,191.8,194.8,195.01,16045900
22-10-1996,RELIANCE,EQ,194.8,196.25,205.5,196.25,201.75,202.45,14445750
23-10-1996,RELIANCE,EQ,201.75,212.2,214.7,209,213.5,211.93,11475300
24-10-1996,RELIANCE,EQ,213.5,214.95,220.9,208.6,210.7,215.46,23731750
25-10-1996,RELIANCE,EQ,210.7,209.95,215.25,209.55,213.95,213.01,10967450
28-10-1996,RELIANCE,EQ,213.95,215,216,210.5,211.55,213.31,7101750
29-10-1996,RELIANCE,EQ,211.55,210.55,216,206.05,208.25,209.61,9118100
31-10-1996,RELIANCE,EQ,208.25,204.55,204.55,199.6,202,201.65,6246600
01-11-1996,RELIANCE,EQ,202,203.45,216,195.45,196.75,199.59,6304450
04-11-1996,RELIANCE,EQ,196.75,195,195,186.8,188.7,190.03,7849500
05-11-1996,RELIANCE,EQ,188.7,188.15,190.65,184,185.15,187.49,6128200
06-11-1996,RELIANCE,EQ,185.15,181.15,185.25,176.15,182.95,181.43,13392700
07-11-1996,RELIANCE,EQ,182.95,185.4,186.35,183,185.5,184.71,7058450
08-11-1996,RELIANCE,EQ,185.5,186.5,188.1,180.5,187.15,185.72,5585500
10-11-1996,RELIANCE,EQ,187.15,188.75,188.9,182.1,183.2,184.21,4271200
11-11-1996,RELIANCE,EQ,183.2,182.75,185.95,180.8,183.45,182.31,5730850
13-11-1996,RELIANCE,EQ,183.45,182,187.75,182,186.7,185.66,3269600
14-11-1996,RELIANCE,EQ,186.7,186,187,183.35,184.25,184.81,2821050
15-11-1996,RELIANCE,EQ,184.25,183.65,187.9,183.05,186.6,185.37,3199150
18-11-1996,RELIANCE,EQ,186.6,187.5,192.2,187.5,191.7,190.34,5731900
19-11-1996,RELIANCE,EQ,191.7,192.15,192.95,187.45,189.3,189.68,5268400
20-11-1996,RELIANCE,EQ,189.3,189.5,189.5,182.1,182.85,185.21,4153000
21-11-1996,RELIANCE,EQ,182.85,182.55,184.6,177.85,179.65,181.37,7486400
22-11-1996,RELIANCE,EQ,179.65,177.7,180.7,176.65,177.85,178.53,8285700
25-11-1996,RELIANCE,EQ,177.85,177.25,190.3,173.75,186.35,180.38,12755750
26-11-1996,RELIANCE,EQ,186.35,189.6,194.65,183.05,189.4,189.59,14217450
27-11-1996,RELIANCE,EQ,189.4,183,183,177.25,181.6,180.52,7942250
28-11-1996,RELIANCE,EQ,181.6,182,183.95,179.5,180.65,181.61,4642150
29-11-1996,RELIANCE,EQ,180.65,181.9,183.3,180.3,181.3,181.87,3596550
02-12-1996,RELIANCE,EQ,181.3,180.25,182.95,179.15,180.85,181.63,2612350
03-12-1996,RELIANCE,EQ,180.85,180,186.4,179.7,182.3,182.95,7147250
04-12-1996,RELIANCE,EQ,182.3,181,181,177.1,179.75,179.03,4818750
05-12-1996,RELIANCE,EQ,179.75,178.1,184.9,176.75,182.85,182.05,6752800
06-12-1996,RELIANCE,EQ,182.85,183.75,184.95,182,183.15,183.31,3980250
09-12-1996,RELIANCE,EQ,183.15,182,184.55,181.85,182.85,183.29,2905650
10-12-1996,RELIANCE,EQ,182.85,182,182.4,178.55,179.7,180.62,3923200
11-12-1996,RELIANCE,EQ,179.7,180.45,192.3,180.45,192.25,188.59,7302800
12-12-1996,RELIANCE,EQ,192.25,194,195.35,187.3,188.05,191,8672800
13-12-1996,RELIANCE,EQ,188.05,187.1,189,185.3,188.1,187.13,4517750
16-12-1996,RELIANCE,EQ,188.1,189.3,196,189.3,194.8,193.57,7091250
17-12-1996,RELIANCE,EQ,194.8,194.5,196.1,190.2,192.2,193.1,6027750
18-12-1996,RELIANCE,EQ,192.2,195,198.75,193.65,195.05,196.64,7059850
19-12-1996,RELIANCE,EQ,195.05,194.5,197.5,192.75,195.15,194.25,4773200
20-12-1996,RELIANCE,EQ,195.15,197.6,205.5,197.6,204,201.93,12818250
23-12-1996,RELIANCE,EQ,204,204.95,204.95,199.6,200.95,201.92,7430700
24-12-1996,RELIANCE,EQ,200.95,200.4,202,198.5,200.55,199.92,5456600
26-12-1996,RELIANCE,EQ,200.55,204,210.75,204,209.75,208.48,5166900
31-12-1996,RELIANCE,EQ,209.75,210.75,211,205.1,206.65,207.63,3726450
01-01-1997,RELIANCE,EQ,206.65,209.5,220.5,209.5,219.4,216.55,10098300
02-01-1997,RELIANCE,EQ,219.4,219.95,220,213.6,214.2,216.5,7447500
03-01-1997,RELIANCE,EQ,214.2,212.55,217.25,212.55,216.7,215.46,7016100
06-01-1997,RELIANCE,EQ,216.7,218,219,214.5,215.3,216.49,4696700
07-01-1997,RELIANCE,EQ,215.3,215.1,218.45,213.8,216.8,216.64,6885700
08-01-1997,RELIANCE,EQ,216.8,221.95,224.95,218.5,220.35,222.22,9667400
09-01-1997,RELIANCE,EQ,220.35,218.75,221.9,217.35,219.85,219.36,7199100
10-01-1997,RELIANCE,EQ,219.85,223.5,224.4,221.25,222.6,222.79,7252200
13-01-1997,RELIANCE,EQ,222.6,220,223,218.5,222.25,220.64,5972500
14-01-1997,RELIANCE,EQ,222.25,224,235.5,221.6,231.1,225.57,7681250
15-01-1997,RELIANCE,EQ,231.1,235,247.3,233.55,247.3,243.04,13117950
16-01-1997,RELIANCE,EQ,247.3,264.65,264.65,237.5,241.15,251.6,15216500
17-01-1997,RELIANCE,EQ,241.15,233,247,233,243.65,241.07,13016800
20-01-1997,RELIANCE,EQ,243.65,244,244.5,233.3,234.95,238.96,7685850
21-01-1997,RELIANCE,EQ,234.95,233.5,237,228.1,230.35,232.78,8113650
22-01-1997,RELIANCE,EQ,230.35,237,246.5,237,246.1,243.91,10437750
24-01-1997,RELIANCE,EQ,246.1,252,261.15,252,259.1,256.89,18576950
27-01-1997,RELIANCE,EQ,259.1,265,275,263.5,268.3,269.68,18446250
28-01-1997,RELIANCE,EQ,268.3,273.75,276.15,267.65,275.25,271.79,11961600
29-01-1997,RELIANCE,EQ,275.25,288,288,268.3,274.25,279.62,17977500
30-01-1997,RELIANCE,EQ,274.25,269,278.5,268.5,273.95,273.56,21161700
31-01-1997,RELIANCE,EQ,273.95,268.55,273,264,267.8,269.26,18290900
03-02-1997,RELIANCE,EQ,267.8,259.5,264.75,250,253.05,258.87,13783000
04-02-1997,RELIANCE,EQ,253.05,252.6,267.9,251.6,263.8,260.7,17401500
05-02-1997,RELIANCE,EQ,263.8,271.5,273.9,261.3,263.05,268.57,13124850
06-02-1997,RELIANCE,EQ,263.05,263.05,270.3,259.55,267.3,264.36,15902300
07-02-1997,RELIANCE,EQ,267.3,268.5,275.45,266,273.65,270.66,16212500
10-02-1997,RELIANCE,EQ,273.65,273.75,274.5,267.9,272.65,272.05,11531900
11-02-1997,RELIANCE,EQ,272.65,270.95,276.95,270,274.9,274.03,9061450
12-02-1997,RELIANCE,EQ,274.9,275,278.25,271.6,273.85,275.42,8989150
13-02-1997,RELIANCE,EQ,273.85,272.25,274.95,270.6,272.85,272.62,7228650
14-02-1997,RELIANCE,EQ,272.85,272,275,271.75,274,273.98,5155050
17-02-1997,RELIANCE,EQ,274,277.5,280,273.5,275.15,276.53,8347150
18-02-1997,RELIANCE,EQ,275.15,275.5,275.5,266.25,268.25,270.57,8953500
19-02-1997,RELIANCE,EQ,268.25,270.1,273.6,266.45,272.85,270.17,10367550
20-02-1997,RELIANCE,EQ,272.85,272,273.5,268.65,270.15,271.34,7473750
21-02-1997,RELIANCE,EQ,270.15,268,269.35,265.4,266.3,267.39,7154250
24-02-1997,RELIANCE,EQ,266.3,264.3,264.5,255.05,256.3,259.14,8546150
25-02-1997,RELIANCE,EQ,256.3,255,268.85,253.05,261.5,263,18325350
26-02-1997,RELIANCE,EQ,261.5,259.9,265.5,258.4,263.85,261.94,9192800
27-02-1997,RELIANCE,EQ,263.85,265.1,270.75,264.9,269.7,267.46,9974050
28-02-1997,RELIANCE,EQ,269.7,291.25,299,286,293.75,291.71,5895150
01-03-1997,RELIANCE,EQ,272.2,301.95,313.75,299.1,309.9,304.79,14948700
03-03-1997,RELIANCE,EQ,309.9,307.1,313.5,303.5,305.2,308.93,11965950
04-03-1997,RELIANCE,EQ,305.2,306.5,309.95,302.45,307.9,306.19,10456000
05-03-1997,RELIANCE,EQ,307.9,318,319.95,298.2,303.95,307.37,22387500
06-03-1997,RELIANCE,EQ,303.95,299.1,303,296.5,300.7,299.71,14908400
10-03-1997,RELIANCE,EQ,300.7,294.4,294.4,284.6,286.2,289.87,13707900
11-03-1997,RELIANCE,EQ,286.2,284,287,268,270.95,277.56,20267850
12-03-1997,RELIANCE,EQ,270.95,280.9,283.85,274.6,278.75,278.69,15580550
13-03-1997,RELIANCE,EQ,278.75,281.45,281.85,273.4,275.1,276.77,9928400
14-03-1997,RELIANCE,EQ,275.1,272,285,270.8,280.65,279.71,24243700
17-03-1997,RELIANCE,EQ,280.65,281.95,286,278.6,284.55,282.79,16957000
18-03-1997,RELIANCE,EQ,284.55,284.5,292.9,283.6,288.3,288.4,16542950
19-03-1997,RELIANCE,EQ,288.3,293.95,295.25,281,282.35,287.26,12680400
20-03-1997,RELIANCE,EQ,282.35,280.5,287.95,277.25,284.25,282.01,15359450
21-03-1997,RELIANCE,EQ,284.25,288,290.9,286.25,288.55,288.82,10620500
25-03-1997,RELIANCE,EQ,288.55,290.75,292,286.05,288.55,289,11376050
26-03-1997,RELIANCE,EQ,288.55,291.75,295.9,290.55,291.7,292.98,14903950
27-03-1997,RELIANCE,EQ,291.7,290.5,292.7,288.5,291.6,290.51,7979500
31-03-1997,RELIANCE,EQ,291.6,271.2,271.2,262.45,262.8,267.22,130200
01-04-1997,RELIANCE,EQ,262.8,242.35,265.95,240,261.1,258.33,17109400
02-04-1997,RELIANCE,EQ,261.1,269.9,271.85,262.25,265.5,266.45,13204150
03-04-1997,RELIANCE,EQ,265.5,265.95,269.75,263.2,267.9,267.2,10406300
